Protein_ID,Label
Q8IYY4-2,1
Q8IZ02,2
Q8IZ07,2
Q8IZ08,1
Q8IZ13,1
Q8IZ21,5
Q8IZ26,2
Q8IZ40,3
Q8IZ41,2
Q8IZ52,1
Q8IZ69,4
Q8IZ69-2,1
Q8IZ73,3
Q8IZ81,4
Q8IZ83,4
Q8IZ83-2,2
Q8IZ83-3,3
Q8IZ96,1
Q8IZ96-17,1
Q8IZ96-2,1
Q8IZ96-5,1
Q8IZ96-6,1
Q8IZA0,2
Q8IZA3,3
Q8IZC4,3
Q8IZC6,3
Q8IZC7,2
Q8IZD0,2
Q8IZD2,4
Q8IZD2-2,1
Q8IZD2-5,1
Q8IZD2-7,1
Q8IZD2-8,1
Q8IZD2-6,1
Q8IZD4,2
Q8IZD9,1
Q8IZE3,1
Q8IZE3-2,1
Q8IZF0,2
Q8IZF0-2,1
Q8IZF3,1
Q8IZF5,1
Q8IZF6,2
Q8IZH2,5
Q8IZH2-2,2
Q8IZH2-3,1
Q8IZI9,1
Q8IZJ1,1
Q8IZJ3,2
Q8IZJ4,2
Q8IZK6,1
Q8IZL2,2
Q8IZL8,6
Q8IZL9,2
Q8IZL9-2,1
Q8IZL9-3,1
Q8IZM8,1
Q8IZP0,5
Q8IZP1,1
Q8IZP2,4
Q8IZP9,1
Q8IZQ1,4
Q8IZQ1-2,2
Q8IZQ5,4
Q8IZQ8,3
Q8IZQ8-3,1
Q8IZS7,1
Q8IZS8,1
Q8IZT6,4
Q8IZT6-2,1
Q8IZT8,1
Q8IZU2,2
Q8IZU3,3
Q8IZU9,1
Q8IZV5,2
Q8IZW8,2
Q8IZX4,2
Q8IZY2,2
Q8J025,1
Q8MH63,2
Q8N0S2,2
Q8N0S6,2
Q8N0S6-2,1
Q8N0S6-3,1
Q8N0T1,2
Q8N0U2,1
Q8N0U4,1
Q8N0U7,1
Q8N0U8,1
Q8N0V3,1
Q8N0V4,1
Q8N0W3,2
Q8N0W5,1
Q8N0W7,1
Q8N0X2,4
Q8N0X4,2
Q8N0X7,6
Q8N0Y2,2
Q8N0Y2-2,1
Q8N0Y3,1
Q8N0Y7,4
Q8N0Z2,2
Q8N0Z3,3
Q8N0Z6,3
Q8N0Z8,1
Q8N0Z9,2
Q8N0Z9-2,1
Q8N103,1
Q8N108,3
Q8N108-17,1
Q8N111,1
Q8N114,2
Q8N118,2
Q8N119,2
Q8N122,3
Q8N122-2,1
Q8N122-3,1
Q8N128,1
Q8N129,3
Q8N137,3
Q8N137-2,1
Q8N137-3,1
Q8N137-5,1
Q8N138,1
Q8N139,3
Q8N140,2
Q8N141,3
Q8N142,3
Q8N157,3
Q8N157-2,1
Q8N158,1
Q8N163,8
Q8N163-2,3
Q8N165,2
Q8N183,4
Q8N184,2
Q8N184-1,1
Q8N184-2,1
Q8N196,2
Q8N1A0,1
Q8N1A6,3
Q8N1B4,3
Q8N1B9,1
Q8N1D5,1
Q8N1F7,7
Q8N1F8,1
Q8N1G0,5
Q8N1G1,5
Q8N1G2,4
Q8N1G4,5
Q8N1H7,3
Q8N1I0,3
Q8N1I0-2,1
Q8N1I0-3,1
Q8N1K5,2
Q8N1M1,1
Q8N1N4,2
Q8N1P7,1
Q8N1Q1,2
Q8N1R0,1
Q8N1S5,1
Q8N1S5-2,1
Q8N1V2,1
Q8N1W1,2
Q8N1W2,3
Q8N201,4
Q8N228,1
Q8N257,9
Q8N264,2
Q8N264-5,1
Q8N271,1
Q8N283,1
Q8N2A8,1
Q8N2B8,1
Q8N2C3,2
Q8N2C7,3
Q8N2F6,4
Q8N2F6-3,1
Q8N2G6,1
Q8N2G8,1
Q8N2H4,2
Q8N2H9,2
Q8N2I2,2
Q8N2I9,3
Q8N2K0,1
Q8N2K0-2,1
Q8N2K1,3
Q8N2M8,5
Q8N2N9,3
Q8N2N9-3,1
Q8N2R0,1
Q8N2S1,2
Q8N2U0,3
Q8N2U9,1
Q8N2W9,6
Q8N2Y8,1
Q8N2Z9,2
Q8N300,1
Q8N302,6
Q8N309,1
Q8N319,1
Q8N323,2
Q8N326,1
Q8N328,2
Q8N335,4
Q8N336,1
Q8N339,1
Q8N350,1
Q8N357,2
Q8N370,2
Q8N370-2,1
Q8N370-3,1
Q8N392,5
Q8N393,2
Q8N393-2,1
Q8N394,1
Q8N3A8,4
Q8N3A8-2,1
Q8N3C0,7
Q8N3C0-4,2
Q8N3C7,4
Q8N3D4,4
Q8N3E9,3
Q8N3F0,2
Q8N3F0-2,1
Q8N3F8,3
Q8N3G9,1
Q8N3I7,2
Q8N3J2,2
Q8N3J3,2
Q8N3J3-4,1
Q8N3J5,3
Q8N3J6,1
Q8N3J9,3
Q8N3K9,3
Q8N3L3,1
Q8N3P4,2
Q8N3R3,2
Q8N3R9,3
Q8N3S3,3
Q8N3T1,1
Q8N3U4,5
Q8N3U4-2,2
Q8N3V7,3
Q8N3V7-3,1
Q8N3X1,3
Q8N3X1-2,1
Q8N3X6,4
Q8N3X6-3,2
Q8N3Y1,1
Q8N3Y7,1
Q8N3Z0,1
Q8N3Z3,1
Q8N3Z6,4
Q8N402,1
Q8N412,2
Q8N414,1
Q8N427,2
Q8N428,2
Q8N434,1
Q8N441,3
Q8N442,4
Q8N443,1
Q8N446,1
Q8N448,2
Q8N450,1
Q8N456,1
Q8N461,1
Q8N465,3
Q8N465-2,1
Q8N474,1
Q8N488,5
Q8N490,1
Q8N490-2,1
Q8N4A0,2
Q8N4B1,1
Q8N4C6,4
Q8N4C7,2
Q8N4C8,3
Q8N4C8-5,1
Q8N4C9,1
Q8N4H5,5
Q8N4J0,2
Q8N4L1,1
Q8N4L2,1
Q8N4M1,1
Q8N4M7,1
Q8N4N3,2
Q8N4N3-2,1
Q8N4N8,3
Q8N4P2,1
Q8N4P3,4
Q8N4P3-2,2
Q8N4P6,2
Q8N4P6-2,1
Q8N4Q0,3
Q8N4Q1,2
Q8N4S0,5
Q8N4S7,1
Q8N4S9,1
Q8N4S9-2,1
Q8N4S9-3,1
Q8N4T0,1
Q8N4T4,1
Q8N4T4-3,1
Q8N4T4-4,1
Q8N4T8,3
Q8N4T8-2,1
Q8N4U5,1
Q8N4V1,4
Q8N4W6,1
Q8N4W9,4
Q8N4W9-2,1
Q8N4X5,3
Q8N511,1
Q8N531,2
Q8N535,1
Q8N543,4
Q8N554,3
Q8N556,4
Q8N556-2,1
Q8N565,2
Q8N565-2,1
Q8N567,2
Q8N568,2
Q8N568-2,1
Q8N568-3,1
Q8N573,2
Q8N573-3,1
Q8N584,3
Q8N587,2
Q8N594,4
Q8N5A5,3
Q8N5A5-2,1
Q8N5A5-4,1
Q8N5B7,3
Q8N5C1,1
Q8N5C6,6
Q8N5C7,4
Q8N5C8,3
Q8N5D0,2
Q8N5D0-5,1
Q8N5F7,4
Q8N5G0,1
Q8N5G2,4
Q8N5G2-3,1
Q8N5H7,2
Q8N5I2,1
Q8N5I4,2
Q8N5I9,3
Q8N5J2,2
Q8N5K1,6
Q8N5L8,2
Q8N5M1,2
Q8N5M4,4
Q8N5M9,2
Q8N5N7,2
Q8N5P1,5
Q8N5Q1,3
Q8N5R6,2
Q8N5S1,2
Q8N5S9,1
Q8N5T2,2
Q8N5U0,1
Q8N5U6,3
Q8N5U6-2,1
Q8N5V2,2
Q8N5W8,1
Q8N5W9,1
Q8N5X7,1
Q8N5Y2,3
Q8N5Y8,1
Q8N5Z0,4
Q8N5Z5,1
Q8N608,2
Q8N609,1
Q8N612,2
Q8N653,1
Q8N660,1
Q8N668,4
Q8N668-2,1
Q8N680,3
Q8N684,6
Q8N684-2,1
Q8N684-3,1
Q8N688,1
Q8N695,1
Q8N697,1
Q8N6C5,1
Q8N6D5,1
Q8N6F1-2,1
Q8N6F7,1
Q8N6F8,1
Q8N6G5,2
Q8N6G6,2
Q8N6H7,4
Q8N6K7,1
Q8N6L0,1
Q8N6L1,1
Q8N6M0,3
Q8N6M3,3
Q8N6M6,1
Q8N6M6-3,1
Q8N6M9,2
Q8N6N3,3
Q8N6N3-2,1
Q8N6N3-3,1
Q8N6N6,1
Q8N6N7,1
Q8N6P7,1
Q8N6Q8,2
Q8N6R0,3
Q8N6R0-1,1
Q8N6R0-4,2
Q8N6R1,2
Q8N6S4,2
Q8N6T0,1
Q8N6T3,5
Q8N6T3-2,3
Q8N6T3-3,2
Q8N6T3-4,2
Q8N6T3-5,2
Q8N6T7,3
Q8N6T7-2,1
Q8N6U8,1
Q8N6V9,2
Q8N6W0,1
Q8N6Y0,1
Q8N6Y2,1
Q8N715,2
Q8N720,3
Q8N752,3
Q8N766,4
Q8N766-2,1
Q8N766-3,1
Q8N766-4,2
Q8N782,2
Q8N7B1,1
Q8N7B6,3
Q8N7B9,1
Q8N7C3-2,1
Q8N7C7,1
Q8N7E2,2
Q8N7H5,4
Q8N7H5-2,2
Q8N7J2,1
Q8N7K0,2
Q8N7M0,1
Q8N7M2,2
Q8N7N1,1
Q8N7P1,2
Q8N7Q0,1
Q8N7Q3,3
Q8N7R7,2
Q8N7R7-2,1
Q8N7U6,1
Q8N7W2,2
Q8N7W2-2,1
Q8N7X0,1
Q8N7X1,1
Q8N7X4,2
Q8N7Z2,3
Q8N7Z5,2
Q8N806,5
Q8N807,1
Q8N815,1
Q8N823,3
Q8N823-2,1
Q8N831,1
Q8N859,2
Q8N865,3
Q8N883,3
Q8N884,5
Q8N884-2,3
Q8N888,1
Q8N895,3
Q8N8A2,2
Q8N8A2-2,1
Q8N8A2-3,1
Q8N8A2-4,1
Q8N8A2-5,1
Q8N8A6,3
Q8N8B7,1
Q8N8C0,2
Q8N8D1,2
Q8N8E2,4
Q8N8E3,3
Q8N8H1,1
Q8N8I6,1
Q8N8J0,1
Q8N8J6,3
Q8N8J7,2
Q8N8K9,2
Q8N8K9-2,1
Q8N8K9-3,1
Q8N8L2,3
Q8N8L6,1
Q8N8N7,2
Q8N8Q3,1
Q8N8Q3-2,2
Q8N8Q3-3,1
Q8N8Q8,1
Q8N8Q9,1
Q8N8R3,2
Q8N8R5,1
Q8N8R7,5
Q8N8S7,7
Q8N8S7-2,1
Q8N8T8,1
Q8N8U2,3
Q8N8V2,1
Q8N8V4,1
Q8N8W4,1
Q8N8X9,1
Q8N8Y2,1
Q8N8Z6,3
Q8N8Z6-2,1
Q8N8Z8,2
Q8N944,1
Q8N945,1
Q8N954,5
Q8N954-2,2
Q8N957,1
Q8N960,3
Q8N961,1
Q8N972,2
Q8N983,1
Q8N987,1
Q8N988,2
Q8N988-2,1
Q8N999,5
Q8N9B4-2,1
Q8N9B4,1
Q8N9B5,3
Q8N9B5-2,1
Q8N9B8,2
Q8N9C0,1
Q8N9C4,1
Q8N9E0,1
Q8N9F0,1
Q8N9F7,3
Q8N9F7-2,1
Q8N9F7-3,1
Q8N9F8,3
Q8N9I0,3
Q8N9I9,1
Q8N9K5,3
Q8N9K5-2,1
Q8N9L1,1
Q8N9L7,1
Q8N9L9,2
Q8N9M1,6
Q8N9M1-2,1
Q8N9M3,1
Q8N9M5,2
Q8N9N2,2
Q8N9N2-2,1
Q8N9N5,3
Q8N9N5-2,3
Q8N9N5-3,2
Q8N9N5-4,2
Q8N9N5-5,2
Q8N9N5-6,2
Q8N9N5-7,2
Q8N9N7,2
Q8N9N8,2
Q8N9Q2,2
Q8N9R6,1
Q8N9R8,2
Q8N9S9,1
Q8N9S9-2,1
Q8N9T8,5
Q8N9U0,1
Q8N9V2,1
Q8N9V3,1
Q8N9V3-2,1
Q8N9V6,1
Q8N9V7,4
Q8N9W4,1
Q8N9W5,1
Q8N9W6,2
Q8N9W8,2
Q8N9Z0,3
Q8N9Z0-2,1
Q8N9Z2,1
Q8N9Z2-2,1
Q8N9Z5,1
Q8NA03,2
Q8NA19,2
Q8NA29,2
Q8NA42,1
Q8NA47,2
Q8NA54,1
Q8NA56,2
Q8NA61,1
Q8NA66,1
Q8NA69,2
Q8NA70,2
Q8NA72,4
Q8NA72-2,2
Q8NA72-3,2
Q8NA75,1
Q8NA82,2
Q8NA92,2
Q8NAB2,1
Q8NAC3,1
Q8NAF0,3
Q8NAG6,1
Q8NAM6,1
Q8NAN2,1
Q8NAP3,4
Q8NAP8,1
Q8NAT1,1
Q8NAT2,4
Q8NAU1,1
Q8NAV1,4
Q8NAV2,1
Q8NB14,3
Q8NB16,3
Q8NB25,1
Q8NB37,2
Q8NB37-2,1
Q8NB42,2
Q8NB42-2,1
Q8NB46,4
Q8NB49,3
Q8NB49-2,1
Q8NB49-3,1
Q8NB49-4,1
Q8NB50,4
Q8NB66,2
Q8NB78,4
Q8NB78-2,1
Q8NB80,1
Q8NB90,3
Q8NB90-2,1
Q8NB90-3,1
Q8NB91,3
Q8NBA8,3
Q8NBE8,2
Q8NBF1,1
Q8NBF2,5
Q8NBF6,3
Q8NBF6-2,1
Q8NBH2,1
Q8NBI3,1
Q8NBI5,2
Q8NBI6,1
Q8NBJ4,6
Q8NBJ5,5
Q8NBJ7,3
Q8NBJ7-4,1
Q8NBJ9,1
Q8NBK3,2
Q8NBL1,2
Q8NBM4,2
Q8NBM4-5,1
Q8NBM8,4
Q8NBN3,3
Q8NBN7,1
Q8NBN7-2,1
Q8NBP0,2
Q8NBP5,2
Q8NBP7,3
Q8NBQ5,6
Q8NBR0,1
Q8NBR6,1
Q8NBR6-2,1
Q8NBS3,1
Q8NBS9,9
Q8NBT0,1
Q8NBT0-2,1
Q8NBT2,4
Q8NBU5,6
Q8NBU5-2,2
Q8NBW4,1
Q8NBX0,5
Q8NBY1,1
Q8NBZ0,2
Q8NBZ7,3
Q8NC26,2
Q8NC42,1
Q8NC44,1
Q8NC51,10
Q8NC51-2,1
Q8NC51-3,3
Q8NC51-4,3
Q8NC54,1
Q8NC56,4
Q8NC60,3
Q8NC67,2
Q8NC74,1
Q8NC96,6
Q8NCA5,4
Q8NCA9,1
Q8NCB2,3
Q8NCB2-2,1
Q8NCB2-3,1
Q8NCC3,2
Q8NCD3,4
Q8NCD3-2,1
Q8NCD3-3,1
Q8NCE0,2
Q8NCE0-2,1
Q8NCE2,4
Q8NCE2-2,2
Q8NCE2-3,2
Q8NCF5,4
Q8NCG5,1
Q8NCG7,2
Q8NCH0,1
Q8NCI6,1
Q8NCJ5,2
Q8NCK3,2
Q8NCL4,2
Q8NCL8,1
Q8NCM2,2
Q8NCM8-2,1
Q8NCM8,5
Q8NCN2,4
Q8NCN4,5
Q8NCN5,5
Q8NCP5,1
Q8NCP5-3,1
Q8NCQ7,2
Q8NCR0,1
Q8NCR3,1
Q8NCR6,1
Q8NCS4,1
Q8NCT1,1
Q8NCT3,3
Q8NCT3-4,1
Q8NCU4,2
Q8NCU8,2
Q8NCV1,2
Q8NCW5,5
Q8NCX0,4
Q8NCY6,4
Q8ND04,3
Q8ND04-2,1
Q8ND04-3,1
Q8ND07,2
Q8ND23,2
Q8ND24,2
Q8ND24-2,1
Q8ND25,1
Q8ND30,2
Q8ND56-2,2
Q8ND56-3,1
Q8ND56,8
Q8ND71,2
Q8ND76,4
Q8ND76-3,1
Q8ND82,6
Q8ND83,3
Q8ND90,2
Q8ND98,1
Q8NDA2,1
Q8NDA8,2
Q8NDA8-2,1
Q8NDA8-4,1
Q8NDA8-5,1
Q8NDA8-7,1
Q8NDB2,1
Q8NDB6,1
Q8NDD1,4
Q8NDD1-5,1
Q8NDD1-6,1
Q8NDF8,5
Q8NDF8-5,1
Q8NDG6,4
Q8NDH2,5
Q8NDH3,3
Q8NDH3-2,1
Q8NDI1,3
Q8NDI1-2,1
Q8NDI1-3,1
Q8NDL9,2
Q8NDM7,3
Q8NDN9,2
Q8NDP4,2
Q8NDQ6-2,2
Q8NDQ6-4,1
Q8NDQ6,2
Q8NDT2,5
Q8NDV3,4
Q8NDV7,3
Q8NDW4,3
Q8NDW8,1
Q8NDX1,2
Q8NDX5,3
Q8NDX5-2,1
Q8NDX5-7,2
Q8NDX6,4
Q8NDY3,1
Q8NDZ0,1
Q8NDZ2,3
Q8NDZ4,2
Q8NDZ6,1
Q8NE00-2,1
Q8NE00,1
Q8NE01,2
Q8NE01-2,1
Q8NE01-3,1
Q8NE09,2
Q8NE18,1
Q8NE22,2
Q8NE28,1
Q8NE31,1
Q8NE35,2
Q8NE62,2
Q8NE63,2
Q8NE65,1
Q8NE71,7
Q8NE71-2,2
Q8NE73,1
Q8NE79,2
Q8NE86,8
Q8NE86-3,1
Q8NEA5,1
Q8NEA6,2
Q8NEA6-2,1
Q8NEB5,1
Q8NEB7,1
Q8NEB9,5
Q8NEC5,1
Q8NEC6,1
Q8NEC7,3
Q8NEE8,1
Q8NEF3,3
Q8NEF9,4
Q8NEG2,2
Q8NEG4,1
Q8NEG5,2
Q8NEG7,1
Q8NEH6,2
Q8NEJ9,4
Q8NEJ9-2,2
Q8NEK5,2
Q8NEK5-2,2
Q8NEL9,5
Q8NEL9-2,1
Q8NEM0,5
Q8NEM1,3
Q8NEM2,2
Q8NEM7,3
Q8NEM8,2
Q8NEN9,3
Q8NEP4,2
Q8NEP9,2
Q8NEP9-4,1
Q8NER1,1
Q8NER5,1
Q8NES3,1
Q8NET5,1
Q8NET8,2
Q8NEU8,3
Q8NEV1,4
Q8NEV4,3
Q8NEV8,3
Q8NEW0,1
Q8NEW7,1
Q8NEY1,5
Q8NEY4,1
Q8NEY8,5
Q8NEY8-2,2
Q8NEY8-3,2
Q8NEY8-5,3
Q8NEY8-6,2
Q8NEY8-7,2
Q8NEY8-8,2
Q8NEY8-9,2
Q8NEZ2,2
Q8NEZ2-2,1
Q8NEZ2-3,1
Q8NEZ3,5
Q8NEZ4,4
Q8NEZ4-2,2
Q8NEZ4-3,1
Q8NEZ5,2
Q8NEZ5-3,2
Q8NF37,3
Q8NF50,4
Q8NF50-2,1
Q8NF64,4
Q8NF64-3,1
Q8NF86,1
Q8NF91,7
Q8NF99,3
Q8NF99-2,1
Q8NF99-3,1
Q8NFA0,4
Q8NFC6,8
Q8NFD2,2
Q8NFD5,5
Q8NFD5-2,2
Q8NFD5-3,2
Q8NFD5-4,2
Q8NFD8,1
Q8NFF2-3,1
Q8NFF5,3
Q8NFG4,2
Q8NFG4-2,1
Q8NFH3,3
Q8NFH4,3
Q8NFH5,3
Q8NFH8,1
Q8NFI3,2
Q8NFI4,5
Q8NFJ5,5
Q8NFJ9,3
Q8NFJ9-2,1
Q8NFM4,2
Q8NFP7,3
Q8NFP9,3
Q8NFQ8,4
Q8NFR7,1
Q8NFR9,1
Q8NFT2,1
Q8NFT2-2,1
Q8NFT6,3
Q8NFT6-2,3
Q8NFT6-3,1
Q8NFT6-4,2
Q8NFT8,1
Q8NFU3,1
Q8NFU5,4
Q8NFU7,4
Q8NFV4,2
Q8NFV4-2,2
Q8NFV4-3,2
Q8NFV4-4,2
Q8NFV4-5,2
Q8NFV4-6,2
Q8NFW1,2
Q8NFW1-3,1
Q8NFW5,3
Q8NFW8,5
Q8NFW8-2,1
Q8NFX7,3
Q8NFX7-3,1
Q8NFY4,2
Q8NFY9,2
Q8NFZ0,3
Q8NFZ4,1
Q8NFZ5,1
Q8NG06,2
Q8NG08,4
Q8NG08-2,1
Q8NG11,1
Q8NG11-2,1
Q8NG27,3
Q8NG27-2,1
Q8NG31,4
Q8NG31-2,2
Q8NG31-4,1
Q8NG31-3,1
Q8NG48,2
Q8NG50,2
Q8NG50-5,1
Q8NG57,2
Q8NG66,2
Q8NG68,2
Q8NG76,1
Q8NG78,1
Q8NG85,1
Q8NGC6,1
Q8NGF7,1
Q8NGG2,1
Q8NGH3,1
Q8NGH5,1
Q8NGI6,1
Q8NGJ2,2
Q8NGK3,1
Q8NGL4,1
Q8NGL9,3
Q8NGN1,1
Q8NGN2,1
Q8NGP0,1
Q8NGQ2,1
Q8NGR5,1
Q8NGR8,1
Q8NGR9,1
Q8NGS8,1
Q8NGV6,1
Q8NGW1,1
Q8NGZ0,1
Q8NGZ4,1
Q8NGZ6,1
Q8NGZ9,1
Q8NH05,1
Q8NH18,1
Q8NH37,1
Q8NH41,1
Q8NH53,1
Q8NH54,1
Q8NH70,1
Q8NH74,1
Q8NH93,1
Q8NHG7,1
Q8NHG8,1
Q8NHH9,3
Q8NHH9-2,2
Q8NHH9-3,1
Q8NHJ6,1
Q8NHM4,1
Q8NHM5-2,2
Q8NHM5-3,1
Q8NHM5-4,1
Q8NHM5,7
Q8NHP1,2
Q8NHP6,4
Q8NHP7,2
Q8NHP8,1
Q8NHP8-2,1
Q8NHQ1,2
Q8NHQ1-2,3
Q8NHQ1-3,2
Q8NHQ1-4,1
Q8NHQ1-5,1
Q8NHQ8,3
Q8NHQ9,4
Q8NHQ9-2,1
Q8NHS0,2
Q8NHS2,2
Q8NHS3,1
Q8NHS4,1
Q8NHS9,1
Q8NHU0,3
Q8NHU3,1
Q8NHU6,4
Q8NHV1,3
Q8NHV4,4
Q8NHW3,1
Q8NHW5,2
Q8NHX9,2
Q8NHY0,1
Q8NHY2,2
Q8NHY2-4,1
Q8NHY3,1
Q8NHY6,3
Q8NHZ8,2
Q8NI08,2
Q8NI22,2
Q8NI27,7
Q8NI35,4
Q8NI36,6
Q8NI37,1
Q8NI51,3
Q8NI60,1
Q8NI60-3,1
Q8NI77,4
Q8TA86,3
Q8TA92,1
Q8TA94,2
Q8TAA1,1
Q8TAA3,5
Q8TAA3-2,1
Q8TAA3-5,2
Q8TAA5,4
Q8TAA9,2
Q8TAA9-2,1
Q8TAB3,1
Q8TAC1,1
Q8TAC2,1
Q8TAD4,2
Q8TAD7,1
Q8TAD8,3
Q8TAE6,3
Q8TAE7,1
Q8TAE8,2
Q8TAF3,2
Q8TAF3-2,2
Q8TAF3-4,2
Q8TAF3-5,2
Q8TAF3-3,3
Q8TAF7,2
Q8TAG6,1
Q8TAG9,3
Q8TAI1,1
Q8TAI7,1
Q8TAK5,3
Q8TAL5,3
Q8TAL6,1
Q8TAM1,3
Q8TAM2,4
Q8TAM6,1
Q8TAP6,2
Q8TAP6-2,1
Q8TAP8,2
Q8TAP9,1
Q8TAQ2,8
Q8TAQ2-2,3
Q8TAQ2-3,1
Q8TAQ5,3
Q8TAS1,2
Q8TAS1-2,1
Q8TAT5,3
Q8TAT6,6
Q8TAT6-2,2
Q8TAU3,3
Q8TAV0,2
Q8TAV4,2
Q8TAW3,2
Q8TAX0,2
Q8TAX9,2
Q8TAX9-5,1
Q8TAZ6,1
Q8TB03,2
Q8TB22,1
Q8TB22-2,1
Q8TB36,3
Q8TB36-2,2
Q8TB37,2
Q8TB40,1
Q8TB45,4
Q8TB52,2
Q8TB61,3
Q8TB68,1
Q8TB69,2
Q8TB72,3
Q8TB72-2,1
Q8TB72-3,2
Q8TB72-4,1
Q8TB92,1
Q8TB96,1
Q8TBA6,7
Q8TBB0,3
Q8TBB5,4
Q8TBB5-3,2
Q8TBB7,1
Q8TBC3,1
Q8TBC3-2,1
Q8TBC4,7
Q8TBC5,1
Q8TBC5-2,2
Q8TBE0,2
Q8TBE0-2,1
Q8TBE7,2
Q8TBE9,2
Q8TBF2,2
Q8TBF2-2,1
Q8TBF4,3
Q8TBF5,1
Q8TBF5-2,1
Q8TBF8,3
Q8TBG4,1
Q8TBG9,2
Q8TBH0,1
Q8TBH0-2,1
Q8TBJ5,1
Q8TBK2,2
Q8TBM3,2
Q8TBM8,2
Q8TBN0,1
Q8TBP0,2
Q8TBP6,1
Q8TBQ9,1
Q8TBR7,1
Q8TBX8,6
Q8TBY0,1
Q8TBY8,4
Q8TBY9,2
Q8TBY9-2,1
Q8TBZ0,2
Q8TBZ2,2
Q8TBZ3,2
Q8TBZ5,2
Q8TBZ6,2
Q8TBZ8,2
Q8TBZ9,2
Q8TC05,2
Q8TC05-4,1
Q8TC07,2
Q8TC12,4
Q8TC12-2,3
Q8TC12-3,2
Q8TC17,1
Q8TC20,1
Q8TC21-2,1
Q8TC24,1
Q8TC27,1
Q8TC29,2
Q8TC36,1
Q8TC41,1
Q8TC44,2
Q8TC56,1
Q8TC57,1
Q8TC57-2,1
Q8TC59,1
Q8TC71,2
Q8TC76,1
Q8TC84,1
Q8TC92,2
Q8TC94,1
Q8TCA0,2
Q8TCA0-3,1
Q8TCB0,2
Q8TCB6,1
Q8TCB7,3
Q8TCB7-2,1
Q8TCC3,4
Q8TCC3-3,1
Q8TCD1,2
Q8TCD5,4
Q8TCE6,2
Q8TCF1,2
Q8TCG1,4
Q8TCG1-2,1
Q8TCG2,2
Q8TCI5,1
Q8TCI5-2,1
Q8TCJ0,2
Q8TCJ0-2,1
Q8TCJ2,7
Q8TCN5,4
Q8TCP9,2
Q8TCS8,10
Q8TCT0,1
Q8TCT1,1
Q8TCT6,1
Q8TCT7,1
Q8TCT8,5
Q8TCT9,5
Q8TCT9-2,1
Q8TCT9-4,1
Q8TCT9-5,1
Q8TCU4,5
Q8TCU4-2,1
Q8TCU4-3,1
Q8TCU6,4
Q8TCU6-3,1
Q8TCX1,2
Q8TCX5,1
Q8TCY9,3
Q8TCZ2,2
Q8TCZ2-5,1
Q8TD10,2
Q8TD16,4
Q8TD16-2,1
Q8TD17,2
Q8TD19,4
Q8TD20,1
Q8TD22,2
Q8TD23,3
Q8TD26,3
Q8TD30,4
Q8TD31,2
Q8TD43,1
Q8TD43-3,1
Q8TD47,3
Q8TD49,2
Q8TD55,2
Q8TD57,5
Q8TD84,2
Q8TD94,1
Q8TDB6,5
Q8TDB8,1
Q8TDC3-2,1
Q8TDD1,7
Q8TDD1-2,1
Q8TDD2,3
Q8TDD5,2
Q8TDF5,1
Q8TDF6,1
Q8TDG4,2
Q8TDH9,2
Q8TDI0,4
Q8TDI8,1
Q8TDJ6,4
Q8TDJ6-3,2
Q8TDL5,1
Q8TDM0,1
Q8TDM0-2,1
Q8TDM0-3,1
Q8TDM6,5
Q8TDM6-2,2
Q8TDN4,1
Q8TDN6,6
Q8TDP1,2
Q8TDQ0,1
Q8TDQ1,1
Q8TDQ4,1
Q8TDQ7,3
Q8TDQ7-2,1
Q8TDQ7-3,1
Q8TDQ7-4,1
Q8TDR0,4
Q8TDR2,2
Q8TDS4,1
Q8TDS5,1
Q8TDU5,1
Q8TDV2,1
Q8TDV5,2
Q8TDW0,5
Q8TDW4,1
Q8TDW4-2,1
Q8TDW4-5,1
Q8TDW4-7,1
Q8TDW5,2
Q8TDX5,1
Q8TDX7,3
Q8TDX9,1
Q8TDX9-2,1
Q8TDY2,5
Q8TDY4,2
Q8TDZ2,3
Q8TE02,1
Q8TE02-2,1
Q8TE02-3,1
Q8TE02-4,1
Q8TE04,1
Q8TE12,1
Q8TE49,3
Q8TE56,2
Q8TE57-2,1
Q8TE59,1
Q8TE60,3
Q8TE68,3
Q8TE73,5
Q8TE76,3
Q8TE76-3,1
Q8TE77,4
Q8TE77-2,1
Q8TE77-3,1
Q8TE77-4,1
Q8TE77-5,1
Q8TE82,1
Q8TE85,1
Q8TE99,1
Q8TEA1,3
Q8TEA7,2
Q8TEA7-3,1
Q8TEA8,6
Q8TEB1,1
Q8TEC5,3
Q8TED0,3
Q8TED1,4
Q8TED4,2
Q8TED9,3
Q8TEH3,2
Q8TEJ3,1
Q8TEK3,6
Q8TEL6,2
Q8TEL6-2,2
Q8TEM1,2
Q8TEM1-2,1
Q8TEP8,1
Q8TEQ0,3
Q8TEQ0-2,1
Q8TEQ6,8
Q8TEQ8,1
Q8TEQ8-2,1
Q8TER5,3
Q8TER5-3,1
Q8TER5-4,1
Q8TES7,2
Q8TET4,3
Q8TEU7,2
Q8TEV9,2
Q8TEV9-2,1
Q8TEW0,4
Q8TEW0-10,1
Q8TEW0-11,1
Q8TEW0-2,1
Q8TEW0-3,1
Q8TEW0-4,1
Q8TEW0-5,1
Q8TEW0-6,1
Q8TEW0-7,2
Q8TEW0-9,1
Q8TEW0-8,1
